position,section,group_title,item_id,question_id,title,description,question_type,required,options,validation
26,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,678ca664,6d79b12a,Derived Dataset: Is this dataset derived from other sources?,,choiceQuestion,True,"Yes | No (skip to ""Additional information"" question)",
27,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,0e89e2ed,366f070a,"Derived Dataset: Provenance Tracking: Do the metadata provide information about the source data from which this dataset was derived (e.g., titles, summaries, and links)",,choiceQuestion,False,Yes | No,
28,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,40678330,7be0b81a,Derived Dataset: Source data producers (who created the source data?),,choiceQuestion,False,Yes | No,
29,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,4ff34ae6,06e30c5a,Derived Dataset: Citation of subsumed datasets (cite your sources),,choiceQuestion,False,Yes | No,
30,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,78919180,1ad53acd,Derived Dataset: Source data DOI (permalink for the sources),,choiceQuestion,False,Yes | No,
31,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,6ce33280,5d2b5655,"Derived Dataset: Source data checksums: E.g., checksum for a zip file or a list of image checksums to ensure downstream users can get the same data you did.",,choiceQuestion,False,Yes | No,
32,Provenance: Documenting the history of the dataset and providing sufficient information for downstream datasets to do the same.,,3fd5936a,1896fb2f,Additional information: Is there any other information about the dataset that we should capture in this section?,"NOTE that following sections will capture more details about related references, data structure, details about data collection and processing, quality control, documenting bias, and data access.",textQuestion,False,,
33,General Information,,65919f9f,,General Information,"This section covers additional general information such as data description, discovery, ontology, and related references, that should be captured in standard metadata. Are these metadata discoverable and machine readable?",SECTION_BREAK,False,,
34,General Information,,342d534f,1fb9c161,"References: Related paper (e.g., DOI, BIBTEX citation, link, etc.)",,choiceQuestion,False,Yes | No,
35,General Information,,66f99b08,2a10b296,References: Related dataset and/or Model,,choiceQuestion,False,Yes | No,
36,General Information,,5483d51c,3dcf65e6,Data Description: Purpose of the data,,choiceQuestion,False,Yes | No,
37,General Information,,6b8cd9e2,22335206,"Data Description: Content - short description of the data types, etc.",,choiceQuestion,False,Yes | No,
38,General Information,,16b915c4,0d740c32,Data Description: Are the data machine ready? (machine-actionable under the FAIR Principles),,choiceQuestion,False,Yes | No,
39,General Information,,4f3babb0,166b6ba9,Data Description: Language - what language or languages are the data?,"E.g.: English, etc.",choiceQuestion,False,Yes | No,
40,General Information,,375dccdf,2b0fe38a,Discovery: Are keywords/tags provided to describe the dataset?,,choiceQuestion,False,Yes | No,
41,General Information,,35725a7b,4ca99b84,Ontology: Does the dataset and its metadata make use of relevant ontologies?,"E.g.: The Environment Ontology (ENVO), Darwin Core, the Units Ontology (UO), the Gene Ontology (GO), etc. ",choiceQuestion,False,Yes | No,
42,General Information,,73c7ba32,30e25d0c,Ontology: Is the data dictionary/codebook provided?,,choiceQuestion,False,Yes | No,
43,General Information,,7e0b3780,274f5473,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
44,Data Structure,,352855f7,,Data Structure,"Do the metadata provide sufficient information about data format, data organization, features, and technical specs?",SECTION_BREAK,False,,
45,Data Structure,,683c61cb,008b6685,Data Format: File format(s) that encode the data are described,"E.g.: Tabular / delimited text (CSV, TSV, XLSX, etc.) | Parquet/Arrow | JSON/JSONL | JPG/PNG/WebP/TIFF (etc.) | Non-geospatial array-based scientific data container (NetCDF, HDF5, Zarr, etc.) | Georeferenced raster data (GeoTIFF, COG, GRIB, NetCDF, Zarr, etc.) | Georeferenced vector data (points, lines, polygons; GeoPackage, GeoJSON, Shapefile, etc.) | WAV/FLAC/MP3 (etc.) | MP4/MKV (etc.) | Database file (embedded, e.g. SQLite)",choiceQuestion,False,Yes | No,
46,Data Structure,,1cb232f5,32c31422,Data Format: The dataset layout pattern is provided or explained,"E.g.: Single file | Many independent files | Partitioned dataset (by year, region, taxon, etc.) | Database file | Mixed",choiceQuestion,False,Yes | No,
47,Data Structure,,0a7df3d7,4b9285d7,Data Format: The primary unit of data that is to be operated on is explained,"E.g., 'Each row is a species observation'; 'Each file is a satellite image'.",choiceQuestion,False,Yes | No,
48,Data Structure,,2dadd2d8,53d7fae1,Features or attributes are properly documented in the metadata,"E.g., Fields for species name, location, date, observer ID, etc.",choiceQuestion,False,Yes | No,
49,Data Structure,,65d0e17e,3863434c,Features or attributes are included for each data instance,"E.g., Each image or record (in tabular data) have complete metadata",choiceQuestion,False,Yes | No,
50,Data Structure,,6522b81a,0779e44a,Technical Specifications: Are the technical specifications of the dataset indicated?,"Includes file sizes, total dataset size, resolution, bit depth, sampling rate, etc.",choiceQuestion,False,Yes | No,
51,Data Structure,,13040a20,754a9af3,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
52,Data Origin,,1e8dc4b8,,Data Origin,"Do the metadata sufficiently capture information about the collection, instrumentation, methods, and annotation? NOTE: data preparation is covered in the next section. ",SECTION_BREAK,False,,
53,Data Origin,,69780d7f,0a2e9680,Collection (Data Source Type): Metadata record what type(s) of source data were collected or used to generate this dataset.,"E.g.: Field observations or surveys by humans | Sensor-based data collection | Specimens, samples, and lab results | Derived or processed data",choiceQuestion,False,Yes | No,
54,Data Origin,,5f2d5d7b,58cb72f3,Collection (Curation Rationale):  Metadata record the primary rationale for curating or assembling this dataset,"E.g.: Consolidate distributed sources into a unified dataset | Create ML-ready structure for AI/analytics | Improve data quality (cleaning, normalization, deduplication) | Enhance discoverability/interoperability",choiceQuestion,False,Yes | No,
55,Data Origin,,7ccebbf8,48d2bd88,"Collection (Part of a Larger Collection): Metadata indicate if this dataset part of a larger collection or series, and provide the following information:","Collection/series name | Persistent identifier | Relationship (IsPartOf, HasPart, IsPublishedIn) | Catalog or repository name",choiceQuestion,False,Yes | No,
56,Data Origin,,5d7bcf1e,29a0b267,"Instrumentation: Do the metadata describe the instruments or sensors used to collect the data, including their specifications and configuration?","E.g.: Instrument/sensor name and model | Manufacturer Sensor type (e.g., microphone, camera, spectrometer) | Key technical specs (resolution, sampling rate, spectral range, dynamic range) | Deployment/operational configuration (height, orientation, settings) | Calibration procedures | Applicable to: bioacoustics, remote sensing, environmental sensors, imaging, lab equipment, etc.",choiceQuestion,False,Yes | No,
57,Data Origin,,23a33eae,5fe6c8a4,Methods (Collection Method Documentation): Do the metadata describe the methods used to collect or generate the data?,"E.g.: Field, laboratory, computational, or remote sensing protocols | SOPs, manuals, workflow documents | Genetic, acoustic, imaging, trait measurement, or phylogenetic inference procedures | Links (URL/DOI) to method documentation | Deviations or customizations compared to standard methods",choiceQuestion,False,Yes | No,
58,Data Origin,,2dd09e1c,150a4db1,Methods (Spatial Resolution): Do the metadata describe the spatial resolution?,"E.g.: Point location (single coordinates) | Plot/transect/area-based, grid-based | Pixel-based (remote sensing) | Voxel/3D resolution (LiDAR) | or if the data are not spatially explicit",choiceQuestion,False,Yes | No,
59,Data Origin,,6b63fb07,21f11397,"Methods (Spatial Extent): Do the metadata describe the geographic coverage (region, bounding box, domain)?",,choiceQuestion,False,Yes | No,
60,Data Origin,,3bf5efcc,3dfb5ca7,Methods (Temporal Resolution): Do the metadata describe the temporal resolution?,"E.g.: Instantaneous / event-based | High-frequency (sub-second, acoustics, accelerometers) | Hourly, daily, weekly, monthly, seasonal | Annual | Continuous / streaming | Not time-explicit",choiceQuestion,False,Yes | No,
61,Data Origin,,09f2a6f0,7109549d,Methods (Temporal Extent): Do the metadata describe the temporal extent?,"E.g.: Start date End date (or leave blank if ongoing) | Optional description (e.g., seasonal sampling 2010-2024)",choiceQuestion,False,Yes | No,
62,Data Origin,,014be617,4e1b508e,Annotation Types: Do the metadata describe the types of annotations or labels are included in the dataset (if any)?,"E.g.: Categorical labels (e.g. species names or class IDs) | Spatial annotations (e.g. bounding boxes, segmentation masks) | Textual descriptors or tags | No annotations",choiceQuestion,False,Yes | No,
63,Data Origin,,29ef703c,3a921cea,Annotation Process: Do the metadata describe how annotations were generated or obtained?,E.g.: Manually by domain experts | Crowdsourced by volunteers | Automatically by an algorithm or sensor | Mixed (human-reviewed automation) | Not applicable (no annotations),choiceQuestion,False,Yes | No,
64,Data Origin,,20932a1f,0e851d31,"Annotators (Contributors): Do metadata indicate who performed the data annotations? 
Preferably, a list of annotators (e.g., ORCiDs), or names/versions of automated tools or systems; or other relevant information.",,choiceQuestion,False,Yes | No,
65,Data Origin,,7aa6d1e8,0b267c40,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
66,Data Processing,,789f8163,,Data Processing,"Do the metadata provide sufficient information about data preparation, such as correction/standardization of values, gaps filled, labeling/re-labeling, outlier removal, splits?",SECTION_BREAK,False,,
67,Data Processing,,6d1b3326,2720e16e,"Preparation: Do the metadata provide a complete overall description of data preparation, cleaning, transformation, or quality-control steps performed prior to generating the final dataset?","E.g.: Filtering, trimming, or excluding records | Merging or harmonizing multiple data sources | Manual corrections or expert verification | Gap filling, imputation, normalization | Feature engineering or deriving new variables | Conversion of raw formats (e.g., raw sensor - calibrated values) | Acoustic filtering, image preprocessing, sequence cleaning, trait standardization | Software tools, scripts, or pipelines used (with links if available)",choiceQuestion,False,Yes | No,
68,Data Processing,,27a3c1cc,03683afc,Processing Platform or Software: Metadata provide a description of and citations or links to any processing platform or software used in the creation of this dataset.,,choiceQuestion,False,Yes | No,
69,Data Processing,,7cddefc1,7bdd97fb,Correction / Standardization of Values: Does the metadata describe corrections applied to existing data values and whether the data values have been standardized in any way?,"E.g., Data gridding (e.g., interpolation) | Unit consistency (e.g., all in metric) | Data anonymization (removing personal IDs) | Standardizing categorical codes | Standardizing image dimensions/color spaces",choiceQuestion,False,Yes | No,
70,Data Processing,,49f1fb85,163ef68f,Gaps Filled: Does metadata indicate if missing values or data gaps filled in the dataset?,,choiceQuestion,False,Yes | No,
71,Data Processing,,0d15df81,16b296c0,"If gaps were filled, are the methods described?","Include interpolation, imputation, or model-based gap-filling approaches.",choiceQuestion,False,Yes | No,
72,Data Processing,,57b8c05b,212d1bbf,Labeling / Relabeling: Does the metadata indicate if any labeling or relabeling steps were applied to the dataset?,,choiceQuestion,False,Yes | No,
73,Data Processing,,6a692a40,73862302,Does the metadata sufficiently describe the labeling or relabeling process?,"Including label sources, standardization methods, and alignment with external taxonomies or ontologies.",choiceQuestion,False,Yes | No,
74,Data Processing,,771750d3,4e5f178e,Data Filtering and Outlier Removal: Were any outlier removal or filtering procedures applied to the dataset?,,choiceQuestion,False,Yes | No,
75,Data Processing,,19561a84,32e0f0cf,"If yes, does the metadata sufficiently describe the outlier detection and removal methods used?","Including statistical thresholds, manual review, or algorithmic approaches for outlier removal.",choiceQuestion,False,Yes | No,
76,Data Processing,,08c889dc,17586880,"Splits: Do metadata indicate if the dataset has been split into training, validation, and/or test sets?",E.g.: Predefined splits provided | Users define their own splits | Not applicable,choiceQuestion,False,Yes | No,
77,Data Processing,,38322692,2e6908e3,Splits: Do the metadata provide information on how splits were created?,"E.g.: Random, stratified, temporal, their proportions, and how data leakage was avoided.",choiceQuestion,False,Yes | No,
78,Data Processing,,59665a3c,142e1ac5,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
79,Data Quality,,19c0c5c1,,Data Quality,"Completeness, Consistency, Integrity, Timeliness",SECTION_BREAK,False,,
80,Data Quality,,6d24d6ce,,Completeness,"The breadth of a dataset compared to an ideal 100% completion (spatial, temporal, demographic, etc.); important in avoiding bias",textItem,False,,
81,Data Quality,,1b4533af,199128ba,"Do the metadata indicate if this dataset is complete (i.e., there are no plans for further updates to this data product)?",,choiceQuestion,False,Yes | No,
82,Data Quality,,214cad59,16a0c46d,Do metadata indicate if quality assurance checks been run and if they passed?,,choiceQuestion,False,Yes | No,
83,Data Quality,,1096533a,,Timeliness,"The speed of data release, compared to when an event occurred or measurements were made; requirements will vary depending on the timeframe of the phenomenon (e.g., severe thunderstorms vs. climate change, or disease outbreaks vs. life expectancy trends)",textItem,False,,
84,Data Quality,,3c14c17b,288420f5,Do the metadata describe the timeliness of the dataset?,E.g: Real-time or near real-time | Periodically updated | Static (not updated) | Historical archive | Other,choiceQuestion,False,Yes | No,
85,Data Quality,,30612e77,4fc078af,Do the metadata indicate quality checks on or evaluate dataset timeliness?,E.g.: Were plant surveys conducted at a time of year that makes sense given the objective of the study?,choiceQuestion,False,Yes | No,
86,Data Quality,,2cf03324,4b23a4ab,Do metadata describe the time lag between data collection and availability?,"E.g., 'published within 24 hours of collection' or 'released annually'.",choiceQuestion,False,Yes | No,
87,Data Quality,,58eba974,,Quality Assurance Issues,This should also be documented under Guidance and Recommendations.,textItem,False,,
88,Data Quality,,15324711,2f201de9,Do the metadata describe the quality checks that have failed and provide context for downstream users to work with the data as-is or resolve the issues?,,choiceQuestion,False,Yes | No,
89,Data Quality,,069420e5,,Quality Assurance checks not performed,This should also be documented under Guidance and Recommendations.,textItem,False,,
90,Data Quality,,516711eb,4a777800,Do the metadata explain why quality checks were not performed and provide context for downstream users to work with the data as-is or resolve potential issues?,,choiceQuestion,False,Yes | No,
91,Data Quality,,4ef1e23b,3ca2954f,Do the metadata describe any known gaps or limitations in the dataset’s completeness?,"Include known spatial, temporal, or content gaps and their potential impact.",choiceQuestion,False,Yes | No,
92,Data Quality,,7264bee8,,Data Quality: Consistency,"The uniformity within the entire dataset or compared with similar data collections; for example, no changes in units or data types over time; item measured against itself or its counterpart in another dataset or database",textItem,False,,
93,Data Quality,,2d530bee,5c0593bd,Do the metadata indicate if all units have been translated into compatible forms?,"E.g., Yes | No | Units are documented for compatibility | Script is provided to standardize | No units requiring standardization",choiceQuestion,False,Yes | No,
94,Data Quality,,445f0f73,4883963f,Do any of the data follow a controlled vocabulary?,,choiceQuestion,False,Yes | No,
95,Data Quality,,1258eac3,45cf5bc7,Is a reference provided for the controlled vocabulary used?,,choiceQuestion,False,Yes | No,
96,Data Quality,,2e8fb311,4ff9618d,Are any known consistency issues or steps taken to ensure consistency described?,Include examples of standardization and any remaining inconsistencies.,choiceQuestion,False,Yes | No,
97,Data Quality,,0bce762b,,Data Quality: Integrity,Provides verification that the data remains unchanged from the original; aka data fixity,textItem,False,,
98,Data Quality,,25dc4e2b,615c6e4d,Do metadata indicate if any quality assurance or peer review procedures been applied to the dataset?,E.g.: Internal quality control | External peer review | Automated validation scripts | Manual data checks | None,choiceQuestion,False,Yes | No,
99,Data Quality,,4fef68d8,49fa944a,Do metadata describe the procedures used to ensure data integrity?,"E.g.: Include use of checksums, version control, or audit trails to ensure data remains unchanged.",choiceQuestion,False,Yes | No,
100,Data Quality,,2c574ce4,606f9e03,Are data checksums included? ,"Checksums provide completeness/component confirmation, e.g., checksum for a zip file or a list of image checksums to ensure downstream users get the expected data (sum-buddy can help with this).",choiceQuestion,False,Yes | No,
101,Data Quality,,3229a503,62b2bf1d,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
102,Guidance and Recommendations,,11543871,,Guidance and Recommendations,"Bias, Experimental Design, Usage Recommendations",SECTION_BREAK,False,,
103,Guidance and Recommendations,,6102624d,,Bias,Describe any potential sources of bias in the dataset.,textItem,False,,
104,Guidance and Recommendations,,11a10983,6acb9954,Do the metadata describe known sources of bias in the dataset?,,choiceQuestion,False,Yes | No,
105,Guidance and Recommendations,,2325f853,47d81ede,Do the metadata describe any known risks or limitations associated with the dataset?,"E.g.: Limitations in scope, accuracy, representativeness, or potential misuse.",choiceQuestion,False,Yes | No,
106,Guidance and Recommendations,,17b7ceda,,Experimental Design,,textItem,False,,
107,Guidance and Recommendations,,344461b8,4e98d7db,Do the metadata indicate if the dataset is based on experimental data?,,choiceQuestion,False,Yes | No,
108,Guidance and Recommendations,,7368ca2d,0d1f30b0,"If yes, do the metadata describe the experimental design?","Including information about treatments, controls, replication, randomization, etc.",choiceQuestion,False,Yes | No,
109,Guidance and Recommendations,,34a41a0e,,Usage Recommendations,,textItem,False,,
110,Guidance and Recommendations,,40372930,4c86b07d,Do the metadata describe recommended or intended uses of this dataset?,"Including types of analyses, models, or applications this dataset is suited for.",choiceQuestion,False,Yes | No,
111,Guidance and Recommendations,,21f02a22,366569bd,Do the metadata describe any known inappropriate or discouraged uses of this dataset?,Including contexts where the dataset may be misleading or ethically problematic.,choiceQuestion,False,Yes | No,
112,Guidance and Recommendations,,6dd064ab,0aefe086,Do the metadata indicate this dataset has been used in AI/ML applications previously?,,choiceQuestion,False,Yes | No,
113,Guidance and Recommendations,,3cf3d4bc,1d7d911c,"If yes, is it described how the dataset has been used in AI/ML applications?","Including references to models, benchmarks, or publications if available.",choiceQuestion,False,Yes | No,
114,Guidance and Recommendations,,71e027ca,27a603a2,"Are there references to models, benchmarks, or publications if available?","Including documentation, licensing considerations, or community standards to follow.",choiceQuestion,False,Yes | No,
115,Guidance and Recommendations,,5a49d458,0ba7c1c6,Do the metadata indicate how to report issues or errors in the dataset?,"Providing contact email, issue tracker link, or other method for reporting problems.",choiceQuestion,False,Yes | No,
116,Guidance and Recommendations,,18e017ae,46712d90,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
117,Data Access,,2ec049d9,,Data Access,"Delivery Options, Format Accessibility (open, proprietary, etc.), License/Usage Rights, Security/Privacy",SECTION_BREAK,False,,
118,Data Access,,24fdb481,,Delivery Options,,textItem,False,,
119,Data Access,,6619badf,7ee00b7a,Is the dataset available for direct download?,,choiceQuestion,False,Yes | No,
120,Data Access,,337fdac6,2d8f4c0d,Is the dataset accessible via an API?,,choiceQuestion,False,Yes | No,
121,Data Access,,448a9990,2f9f4fca,"If accessible via API, is the type of API specified?","E.g., REST, GraphQL, OPeNDAP",choiceQuestion,False,Yes | No,
122,Data Access,,05c48782,069931ce,"Is API documentation provided (e.g., linked to)?",,choiceQuestion,True,Yes | No,
123,Data Access,,4f29e237,63070576,Is the dataset accessible via a cloud platform?,,choiceQuestion,False,Yes | No,
124,Data Access,,401d2396,,Format Accessibility,,textItem,False,,
125,Data Access,,451a602f,07740807,Is the dataset provided in a machine-readable format?,,choiceQuestion,False,Yes | No,
126,Data Access,,2409043f,4e12801c,Is the dataset provided in an open (non-proprietary) format?,,choiceQuestion,False,Yes | No,
127,Data Access,,0844c843,6966d7cd,Is the dataset available in multiple formats?,,choiceQuestion,False,Yes | No,
128,Data Access,,4a6149d2,,License / Usage Rights,,textItem,False,,
129,Data Access,,2a8d2d92,79f23b33,Do the metadata indicate what license applies to this dataset?,,choiceQuestion,False,Yes | No,
130,Data Access,,2be89746,39789430,Is the license information provided in a standardized or machine-readable format?,,choiceQuestion,False,Yes | No,
131,Data Access,,56b6a276,,Security / Privacy,,textItem,False,,
132,Data Access,,62a9bd94,04be65f9,Does the dataset contain personal or sensitive information?,,choiceQuestion,False,Yes | No,
133,Data Access,,63b43e7f,6e1a21de,Is access to the dataset restricted in any way?,,choiceQuestion,False,Yes | No,
134,Data Access,,0f413cee,6263197c,Is secure access required to obtain or use the dataset?,,choiceQuestion,False,Yes | No,
135,Data Access,,632655df,625ed9cc,Additional information: Is there any other information about the dataset that we should capture in this section?,,textQuestion,False,,
136,Conclusion,,0f01235f,,Conclusion,Please provide a high level evaluation of the utility of this checklist and the dataset/metadata you evaluated.,SECTION_BREAK,False,,
137,Conclusion,,4898fa92,,Questions about this form.,,textItem,False,,
138,Conclusion,,1556d8ae,47819081,Is this form sufficient to evaluate if a dataset is FAIR4AI?,,choiceQuestion,False,Yes | No,
139,Conclusion,,5dea8397,08e9ca22,What’s missing from this form?,"What sections or items should we consider adding? Why? E.g., was there information in the metadata necessary to determine if the data were FAIR4AI that we did not capture in this checklist?",textQuestion,False,,
140,Conclusion,,2cc66f03,678a9608,"Should sections or items from this form be edited or deleted? If so, how and/or why?",provide your recommendations here: ,textQuestion,False,,
141,Conclusion,,2518dd77,,"Questions about your takeaways from this activity, as they relate to the metadata from your example dataset.",,textItem,False,,
142,Conclusion,,3e6de3b6,66120c27,Did the metadata you evaluated provide sufficient information to determine if the dataset is FAIR4AI?,,choiceQuestion,False,Yes | No,
143,Conclusion,,1ee77329,260aeeda,What’s missing from the metadata? ,What are important attributes of the dataset that are necessary to determine if it's FAIR4AI that were not captured in its metadata?,textQuestion,False,,
144,Conclusion,,56de4edf,0adea3eb,Use this space to provide any other feedback,,textQuestion,False,,
